1392454578 0 1
1392455136 1 1
1392455901 2 1
1392457143 3 1
1392457258 4 1
1392457381 4 2
1392458407 4 3
1392458554 5 3
1392458560 6 3
1392458849 7 3
1392459732 8 3
1392460530 9 3
1392461765 10 3
1392462583 11 3
1392464440 12 3
1392466893 13 3
1392473706 13 4
1392473719 13 5
1392479116 13 6
1392479153 14 6
1392479164 15 6
1392479669 15 7
1392480271 15 8
1392480375 15 9
1392480570 15 10
1392480868 15 11
